symbol,organ_name,com_type_code,icb_level,icb_code,icb_name
ASM,Công ty Cổ phần Tập đoàn Sao Mai,CT,4,3573,Nuôi trồng nông & hải sản
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,CT,1,7000,Tiện ích Cộng đồng
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,CT,3,7570,Nước & Khí đốt
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,CT,4,7573,Phân phối xăng dầu & khí đốt
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,CT,1,5000,Dịch vụ Tiêu dùng
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,CT,2,5300,Bán lẻ
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,CT,3,5370,Bán lẻ
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,CT,4,5379,Phân phối hàng chuyên dụng
ATA,Công ty Cổ phần NTACO,CT,1,3000,Hàng Tiêu dùng
ATA,Công ty Cổ phần NTACO,CT,2,3500,Thực phẩm và đồ uống
ATA,Công ty Cổ phần NTACO,CT,3,3570,Sản xuất thực phẩm
ATA,Công ty Cổ phần NTACO,CT,4,3573,Nuôi trồng nông & hải sản
ATB,Công ty Cổ phần An Thịnh,CT,1,2000,Công nghiệp
ATB,Công ty Cổ phần An Thịnh,CT,2,2300,Xây dựng và Vật liệu
ATB,Công ty Cổ phần An Thịnh,CT,3,2350,Xây dựng và Vật liệu
ATB,Công ty Cổ phần An Thịnh,CT,4,2357,Xây dựng
ATC,Công ty Cổ phần Sản xuất Thương mại Xuất nhập khẩu Viễn thông A,CT,1,9000,Công nghệ Thông tin
ATC,Công ty Cổ phần Sản xuất Thương mại Xuất nhập khẩu Viễn thông A,CT,2,9500,Công nghệ Thông tin
ATC,Công ty Cổ phần Sản xuất Thương mại Xuất nhập khẩu Viễn thông A,CT,3,9570,Thiết bị và Phần cứng
ATC,Công ty Cổ phần Sản xuất Thương mại Xuất nhập khẩu Viễn thông A,CT,4,9578,Thiết bị viễn thông
ATG,Công ty Cổ phần ATG Planet,CT,1,1000,Nguyên vật liệu
ATG,Công ty Cổ phần ATG Planet,CT,2,1700,Tài nguyên Cơ bản
ATG,Công ty Cổ phần ATG Planet,CT,3,1770,Khai khoáng
ATG,Công ty Cổ phần ATG Planet,CT,4,1775,Khai khoáng
ATP,Công ty Cổ phần Thương mại và Dịch vụ An Thành,CT,1,3000,Hàng Tiêu dùng
ATP,Công ty Cổ phần Thương mại và Dịch vụ An Thành,CT,2,3500,Thực phẩm và đồ uống
ATP,Công ty Cổ phần Thương mại và Dịch vụ An Thành,CT,3,3570,Sản xuất thực phẩm
ATP,Công ty Cổ phần Thương mại và Dịch vụ An Thành,CT,4,3573,Nuôi trồng nông & hải sản
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,CT,1,5000,Dịch vụ Tiêu dùng
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,CT,2,5700,Du lịch và Giải trí
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,CT,3,5750,Du lịch & Giải trí
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,CT,4,5757,Nhà hàng và quán bar
AUM,Công ty Cổ phần Vinacafe Sơn Thành,CT,1,3000,Hàng Tiêu dùng
AUM,Công ty Cổ phần Vinacafe Sơn Thành,CT,2,3500,Thực phẩm và đồ uống
AUM,Công ty Cổ phần Vinacafe Sơn Thành,CT,3,3570,Sản xuất thực phẩm
AUM,Công ty Cổ phần Vinacafe Sơn Thành,CT,4,3573,Nuôi trồng nông & hải sản
AVC,Công ty Cổ phần Thủy điện A Vương,CT,1,7000,Tiện ích Cộng đồng
AVC,Công ty Cổ phần Thủy điện A Vương,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
AVC,Công ty Cổ phần Thủy điện A Vương,CT,3,7530,Sản xuất & Phân phối Điện
AVC,Công ty Cổ phần Thủy điện A Vương,CT,4,7535,Sản xuất & Phân phối Điện
AVF,Công ty Cổ phần Việt An,CT,1,3000,Hàng Tiêu dùng
AVF,Công ty Cổ phần Việt An,CT,2,3500,Thực phẩm và đồ uống
AVF,Công ty Cổ phần Việt An,CT,3,3570,Sản xuất thực phẩm
AVF,Công ty Cổ phần Việt An,CT,4,3573,Nuôi trồng nông & hải sản
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,CT,1,1000,Nguyên vật liệu
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,CT,2,1300,Hóa chất
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,CT,3,1350,Hóa chất
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,CT,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
B82,Công ty Cổ phần 482,CT,1,2000,Công nghiệp
B82,Công ty Cổ phần 482,CT,2,2300,Xây dựng và Vật liệu
B82,Công ty Cổ phần 482,CT,3,2350,Xây dựng và Vật liệu
B82,Công ty Cổ phần 482,CT,4,2357,Xây dựng
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,NH,1,8301,Ngân hàng
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,NH,2,8300,Ngân hàng
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,NH,3,8350,Ngân hàng
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,NH,4,8355,Ngân hàng
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,CT,1,3000,Hàng Tiêu dùng
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,CT,2,3500,Thực phẩm và đồ uống
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,CT,3,3570,Sản xuất thực phẩm
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,CT,4,3573,Nuôi trồng nông & hải sản
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,CT,1,2000,Công nghiệp
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,CT,2,2700,Hàng & Dịch vụ Công nghiệp
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,CT,3,2720,Hàng công nghiệp
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,CT,4,2723,Containers & Đóng gói
BAM,Công ty Cổ phần Khoáng sản và Luyện kim Bắc Á,CT,1,1000,Nguyên vật liệu
BAM,Công ty Cổ phần Khoáng sản và Luyện kim Bắc Á,CT,2,1700,Tài nguyên Cơ bản
BAM,Công ty Cổ phần Khoáng sản và Luyện kim Bắc Á,CT,3,1770,Khai khoáng
BAM,Công ty Cổ phần Khoáng sản và Luyện kim Bắc Á,CT,4,1775,Khai khoáng
BAX,Công ty Cổ phần Thống Nhất,CT,1,2000,Công nghiệp
BAX,Công ty Cổ phần Thống Nhất,CT,2,2300,Xây dựng và Vật liệu
BAX,Công ty Cổ phần Thống Nhất,CT,3,2350,Xây dựng và Vật liệu
BAX,Công ty Cổ phần Thống Nhất,CT,4,2357,Xây dựng
BBC,Công ty Cổ phần Bibica,CT,1,3000,Hàng Tiêu dùng
BBC,Công ty Cổ phần Bibica,CT,2,3500,Thực phẩm và đồ uống
BBC,Công ty Cổ phần Bibica,CT,3,3570,Sản xuất thực phẩm
BBC,Công ty Cổ phần Bibica,CT,4,3577,Thực phẩm
BBH,Công ty Cổ phần Bao bì Hoàng Thạch,CT,1,2000,Công nghiệp
BBH,Công ty Cổ phần Bao bì Hoàng Thạch,CT,2,2700,Hàng & Dịch vụ Công nghiệp
BBH,Công ty Cổ phần Bao bì Hoàng Thạch,CT,3,2720,Hàng công nghiệp
BBH,Công ty Cổ phần Bao bì Hoàng Thạch,CT,4,2723,Containers & Đóng gói
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,CT,1,3000,Hàng Tiêu dùng
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,CT,2,3500,Thực phẩm và đồ uống
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,CT,3,3530,Bia và đồ uống
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,CT,4,3533,Sản xuất bia
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,CT,1,2000,Công nghiệp
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,CT,2,2700,Hàng & Dịch vụ Công nghiệp
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,CT,3,2720,Hàng công nghiệp
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,CT,4,2723,Containers & Đóng gói
BBT,Công ty Cổ phần Bông Bạch Tuyết,CT,1,3000,Hàng Tiêu dùng
BBT,Công ty Cổ phần Bông Bạch Tuyết,CT,2,3700,Hàng cá nhân & Gia dụng
BBT,Công ty Cổ phần Bông Bạch Tuyết,CT,3,3760,Hàng cá nhân
BBT,Công ty Cổ phần Bông Bạch Tuyết,CT,4,3767,Hàng cá nhân
BCA,Công ty cổ phần B.C.H,CT,1,1000,Nguyên vật liệu
BCA,Công ty cổ phần B.C.H,CT,2,1700,Tài nguyên Cơ bản
BCA,Công ty cổ phần B.C.H,CT,3,1750,Kim loại
BCA,Công ty cổ phần B.C.H,CT,4,1757,Thép và sản phẩm thép
BCB,Công ty Cổ phần 397,CT,1,1000,Nguyên vật liệu
BCB,Công ty Cổ phần 397,CT,2,1700,Tài nguyên Cơ bản
BCB,Công ty Cổ phần 397,CT,3,1770,Khai khoáng
BCB,Công ty Cổ phần 397,CT,4,1771,Khai thác Than
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,CT,1,2000,Công nghiệp
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,CT,2,2300,Xây dựng và Vật liệu
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,CT,3,2350,Xây dựng và Vật liệu
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,CT,4,2353,Vật liệu xây dựng & Nội thất
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,CT,1,2000,Công nghiệp
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,CT,2,2300,Xây dựng và Vật liệu
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,CT,3,2350,Xây dựng và Vật liệu
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,CT,4,2357,Xây dựng
BCF,Công ty Cổ phần Thực phẩm Bích Chi,CT,1,3000,Hàng Tiêu dùng
BCF,Công ty Cổ phần Thực phẩm Bích Chi,CT,2,3500,Thực phẩm và đồ uống
BCF,Công ty Cổ phần Thực phẩm Bích Chi,CT,3,3570,Sản xuất thực phẩm
BCF,Công ty Cổ phần Thực phẩm Bích Chi,CT,4,3577,Thực phẩm
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,CT,1,8000,Tài chính
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,CT,2,8700,Dịch vụ tài chính
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,CT,3,8770,Dịch vụ tài chính
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,CT,4,8775,Tài chính đặc biệt
BCH,Công ty Cổ phần Tập đoàn Dược Bảo Châu,CT,1,4000,Dược phẩm và Y tế
BCH,Công ty Cổ phần Tập đoàn Dược Bảo Châu,CT,2,4500,Y tế
BCH,Công ty Cổ phần Tập đoàn Dược Bảo Châu,CT,3,4570,Dược phẩm
BCH,Công ty Cổ phần Tập đoàn Dược Bảo Châu,CT,4,4577,Dược phẩm
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,CT,1,8000,Tài chính
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,CT,2,8600,Bất động sản
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,CT,3,8630,Bất động sản
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,CT,4,8633,Bất động sản
BCO,Công ty Cổ phần Xây dựng Bình Phước,CT,1,2000,Công nghiệp
BCO,Công ty Cổ phần Xây dựng Bình Phước,CT,2,2300,Xây dựng và Vật liệu
BCO,Công ty Cổ phần Xây dựng Bình Phước,CT,3,2350,Xây dựng và Vật liệu
BCO,Công ty Cổ phần Xây dựng Bình Phước,CT,4,2357,Xây dựng
BCP,Công ty Cổ phần Dược Enlie,CT,1,4000,Dược phẩm và Y tế
BCP,Công ty Cổ phần Dược Enlie,CT,2,4500,Y tế
BCP,Công ty Cổ phần Dược Enlie,CT,3,4570,Dược phẩm
BCP,Công ty Cổ phần Dược Enlie,CT,4,4577,Dược phẩm
BCR,Công ty Cổ phần BCG Land,CT,1,2000,Công nghiệp
BCR,Công ty Cổ phần BCG Land,CT,2,2300,Xây dựng và Vật liệu
BCR,Công ty Cổ phần BCG Land,CT,3,2350,Xây dựng và Vật liệu
BCR,Công ty Cổ phần BCG Land,CT,4,2357,Xây dựng
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang - Vimico,CT,1,5000,Dịch vụ Tiêu dùng
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang - Vimico,CT,2,5700,Du lịch và Giải trí
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang - Vimico,CT,3,5750,Du lịch & Giải trí
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang - Vimico,CT,4,5753,Khách sạn
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,CT,1,5000,Dịch vụ Tiêu dùng
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,CT,2,5500,Truyền thông
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,CT,3,5550,Truyền thông
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,CT,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
BDG,Công ty Cổ phần May mặc Bình Dương,CT,1,3000,Hàng Tiêu dùng
BDG,Công ty Cổ phần May mặc Bình Dương,CT,2,3700,Hàng cá nhân & Gia dụng
BDG,Công ty Cổ phần May mặc Bình Dương,CT,3,3760,Hàng cá nhân
BDG,Công ty Cổ phần May mặc Bình Dương,CT,4,3763,Hàng May mặc
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,CT,1,2000,Công nghiệp
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,CT,2,2300,Xây dựng và Vật liệu
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,CT,3,2350,Xây dựng và Vật liệu
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,CT,4,2353,Vật liệu xây dựng & Nội thất
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,CT,1,7000,Tiện ích Cộng đồng
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,CT,3,7570,Nước & Khí đốt
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,CT,4,7577,Nước
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,CT,1,5000,Dịch vụ Tiêu dùng
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,CT,2,5500,Truyền thông
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,CT,3,5550,Truyền thông
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,CT,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
BEL,Công ty Cổ phần Điện tử Biên Hòa,CT,1,3000,Hàng Tiêu dùng
BEL,Công ty Cổ phần Điện tử Biên Hòa,CT,2,3700,Hàng cá nhân & Gia dụng
BEL,Công ty Cổ phần Điện tử Biên Hòa,CT,3,3740,Hàng hóa giải trí
BEL,Công ty Cổ phần Điện tử Biên Hòa,CT,4,3743,Điện tử tiêu dùng
BFC,Công ty Cổ phần Phân bón Bình Điền,CT,1,1000,Nguyên vật liệu
BFC,Công ty Cổ phần Phân bón Bình Điền,CT,2,1300,Hóa chất
BFC,Công ty Cổ phần Phân bón Bình Điền,CT,3,1350,Hóa chất
BFC,Công ty Cổ phần Phân bón Bình Điền,CT,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
BGE,Công ty Cổ phần BCG Energy,CT,1,7000,Tiện ích Cộng đồng
BGE,Công ty Cổ phần BCG Energy,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
BGE,Công ty Cổ phần BCG Energy,CT,3,7530,Sản xuất & Phân phối Điện
BGE,Công ty Cổ phần BCG Energy,CT,4,7535,Sản xuất & Phân phối Điện
BGM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,CT,1,1000,Nguyên vật liệu
BGM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,CT,2,1700,Tài nguyên Cơ bản
BGM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,CT,3,1770,Khai khoáng
BGM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Bắc Giang,CT,4,1775,Khai khoáng
BGT,Công ty Cổ phần Công trình giao thông tỉnh Bà Rịa - Vũng Tàu,CT,1,2000,Công nghiệp
BGT,Công ty Cổ phần Công trình giao thông tỉnh Bà Rịa - Vũng Tàu,CT,2,2300,Xây dựng và Vật liệu
BGT,Công ty Cổ phần Công trình giao thông tỉnh Bà Rịa - Vũng Tàu,CT,3,2350,Xây dựng và Vật liệu
BGT,Công ty Cổ phần Công trình giao thông tỉnh Bà Rịa - Vũng Tàu,CT,4,2357,Xây dựng
BGW,Công ty Cổ phần Nước sạch Bắc Giang,CT,1,7000,Tiện ích Cộng đồng
BGW,Công ty Cổ phần Nước sạch Bắc Giang,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
BGW,Công ty Cổ phần Nước sạch Bắc Giang,CT,3,7570,Nước & Khí đốt
BGW,Công ty Cổ phần Nước sạch Bắc Giang,CT,4,7577,Nước
BHA,Công ty Cổ phần Thủy điện Bắc Hà,CT,1,7000,Tiện ích Cộng đồng
BHA,Công ty Cổ phần Thủy điện Bắc Hà,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
BHA,Công ty Cổ phần Thủy điện Bắc Hà,CT,3,7530,Sản xuất & Phân phối Điện
BHA,Công ty Cổ phần Thủy điện Bắc Hà,CT,4,7535,Sản xuất & Phân phối Điện
BHC,Công ty Cổ phần Bê tông Biên Hòa,CT,1,2000,Công nghiệp
BHC,Công ty Cổ phần Bê tông Biên Hòa,CT,2,2300,Xây dựng và Vật liệu
BHC,Công ty Cổ phần Bê tông Biên Hòa,CT,3,2350,Xây dựng và Vật liệu
BHC,Công ty Cổ phần Bê tông Biên Hòa,CT,4,2353,Vật liệu xây dựng & Nội thất
BHG,Công ty Cổ phần Chè Biển Hồ,CT,1,3000,Hàng Tiêu dùng
BHG,Công ty Cổ phần Chè Biển Hồ,CT,2,3500,Thực phẩm và đồ uống
BHG,Công ty Cổ phần Chè Biển Hồ,CT,3,3530,Bia và đồ uống
BHG,Công ty Cổ phần Chè Biển Hồ,CT,4,3537,Đồ uống & giải khát
BHH,Công ty Cổ Phần Bia Hà Nội - Hưng Yên 89,CT,1,3000,Hàng Tiêu dùng
BHH,Công ty Cổ Phần Bia Hà Nội - Hưng Yên 89,CT,2,3500,Thực phẩm và đồ uống
BHH,Công ty Cổ Phần Bia Hà Nội - Hưng Yên 89,CT,3,3530,Bia và đồ uống
BHH,Công ty Cổ Phần Bia Hà Nội - Hưng Yên 89,CT,4,3533,Sản xuất bia
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,BH,1,8000,Tài chính
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,BH,2,8500,Bảo hiểm
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,BH,3,8530,Bảo hiểm phi nhân thọ
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,BH,4,8536,Bảo hiểm phi nhân thọ
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,CT,1,3000,Hàng Tiêu dùng
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,CT,2,3500,Thực phẩm và đồ uống
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,CT,3,3530,Bia và đồ uống
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,CT,4,3533,Sản xuất bia
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,CT,1,3000,Hàng Tiêu dùng
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,CT,2,3500,Thực phẩm và đồ uống
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,CT,3,3530,Bia và đồ uống
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,CT,4,3533,Sản xuất bia
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,CT,1,3000,Hàng Tiêu dùng
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,CT,2,3500,Thực phẩm và đồ uống
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,CT,3,3530,Bia và đồ uống
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,CT,4,3533,Sản xuất bia
BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,CT,1,2000,Công nghiệp
BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,CT,2,2300,Xây dựng và Vật liệu
BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,CT,3,2350,Xây dựng và Vật liệu
BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,CT,4,2357,Xây dựng
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BH,1,8000,Tài chính
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BH,2,8500,Bảo hiểm
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BH,3,8530,Bảo hiểm phi nhân thọ
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BH,4,8536,Bảo hiểm phi nhân thọ
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,NH,1,8301,Ngân hàng
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,NH,2,8300,Ngân hàng
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,NH,3,8350,Ngân hàng
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,NH,4,8355,Ngân hàng
BIG,Công ty Cổ phần Tập đoàn Đầu tư BIG,CT,1,3000,Hàng Tiêu dùng
BIG,Công ty Cổ phần Tập đoàn Đầu tư BIG,CT,2,3500,Thực phẩm và đồ uống
BIG,Công ty Cổ phần Tập đoàn Đầu tư BIG,CT,3,3570,Sản xuất thực phẩm
BIG,Công ty Cổ phần Tập đoàn Đầu tư BIG,CT,4,3573,Nuôi trồng nông & hải sản
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,CT,1,8000,Tài chính
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,CT,2,8600,Bất động sản
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,CT,3,8630,Bất động sản
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,CT,4,8633,Bất động sản
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,CT,1,4000,Dược phẩm và Y tế
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,CT,2,4500,Y tế
