time,day,n10d,gprd,gprd_act,gprd_threat,gprd_ma30,gprd_ma7,event,var_name,var_label,gpr_log
2025-10-10,20251010,558,184.0315399169922,177.54684448242188,197.4554748535156,136.24046325683594,145.64476013183594,Russia / Ukraine Tensions,,,5.179234486673697
2025-10-13,20251013,485,198.0710601806641,190.65237426757807,238.53436279296875,137.69754028320312,150.8661651611328,Russia / Ukraine Tensions,,,5.250451739766957
2025-10-14,20251014,457,202.95819091796875,144.52391052246094,241.09442138671875,141.316162109375,156.4429168701172,Russia / Ukraine Tensions,,,4.973444964607388
2025-10-15,20251015,522,184.0315399169922,113.87487030029295,221.6267547607422,144.0977325439453,170.76443481445312,Russia / Ukraine Tensions,,,4.73510021661388
2025-10-16,20251016,486,149.9516143798828,95.13003540039062,204.03732299804688,145.6789093017578,164.40386962890625,Russia / Ukraine Tensions,,,4.555244749344761
2025-10-17,20251017,569,133.89991760253906,162.50685119628906,145.22866821289062,145.38839721679688,157.24221801757812,Russia / Ukraine Tensions,,,5.090720162088966
2025-10-20,20251020,473,161.07623291015625,237.3797607421875,151.4103546142578,144.7870635986328,149.95680236816406,Russia / Ukraine Tensions,,,5.469661224717275
2025-10-21,20251021,505,177.1075897216797,143.8656768798828,207.26959228515625,147.0202178955078,146.2638702392578,Russia / Ukraine Tensions,,,4.968880064802603
2025-10-22,20251022,512,122.92731475830078,128.99888610839844,139.8771514892578,146.736083984375,137.53468322753906,Russia / Ukraine Tensions,,,4.859803769505775
2025-10-23,20251023,514,193.3405303955078,141.3466339111328,257.2299194335937,149.33639526367188,143.7331085205078,Russia / Ukraine Tensions,,,4.951215269997769
2025-10-24,20251024,522,158.6478729248047,113.87487030029295,189.9657745361328,150.7178497314453,147.26852416992188,Russia / Ukraine Tensions,,,4.73510021661388
2025-10-27,20251027,467,163.14573669433594,127.28626251220705,188.7454376220703,151.81529235839844,149.71209716796875,Russia / Ukraine Tensions,,,4.846438585460597
2025-10-28,20251028,512,129.3971710205078,154.7986602783203,107.59780883789062,153.50730895996094,142.89633178710938,Russia / Ukraine Tensions,,,5.042125306585362
2025-10-29,20251029,492,100.992919921875,134.24273681640625,111.97169494628906,152.87762451171875,139.76284790039062,Russia / Ukraine Tensions,,,4.899649629999201
2025-10-30,20251030,552,132.0226287841797,83.75579071044922,159.68138122558594,151.88682556152344,131.00314331054688,Russia / Ukraine Tensions,,,4.427905311126255
2025-10-31,20251031,605,158.78424072265625,141.9200897216797,236.750732421875,151.5377960205078,131.02261352539062,Russia / Ukraine Tensions,,,4.955264150760053
2025-11-03,20251103,546,236.6119842529297,350.8013610839844,141.25660705566406,142.9195098876953,125.65625,Russia / Ukraine Tensions,,,5.860220140433444
2025-11-04,20251104,526,107.0601806640625,138.1219940185547,104.73397827148438,144.3470916748047,122.46524810791016,Russia / Ukraine Tensions,,,4.92813730927361
2025-11-05,20251105,564,140.9603271484375,93.68428802490234,195.3548889160156,142.7119903564453,128.1748809814453,Russia / Ukraine Tensions,,,4.539930491351452
2025-11-06,20251106,565,82.0813217163086,93.51847839355467,87.75410461425781,139.9840087890625,121.0404052734375,Russia / Ukraine Tensions,,,4.53815904664602
2025-11-07,20251107,601,99.21167755126952,87.91670227050781,100.8304214477539,140.4983673095703,112.53004455566406,Russia / Ukraine Tensions,,,4.476389801094685
2025-11-10,20251110,504,105.160888671875,117.94183349609376,98.37513732910156,129.84454345703125,89.05897521972656,Russia / Ukraine Tensions,,,4.77019156645876
